,Partner,Reporter,Trade Flow,Trade Value (US$)
1600,latvia,spain,export,46259121.0
1601,latvia,spain,import,22022389.0
1602,latvia,sweden,export,40425975.0
1603,latvia,sweden,import,6818372.0
1604,latvia,switzerland,export,844962.0
1605,latvia,switzerland,import,815518.0
1606,latvia,turkey,export,14433824.0
1607,latvia,turkey,import,11911.0
1608,latvia,united kingdom,export,15477821.0
1609,latvia,united kingdom,import,16592946.0
1610,latvia,usa,export,74601299.0
1611,latvia,usa,import,2765228.0
1612,lithuania,australia,export,212560.0
1613,lithuania,australia,import,922372.0
1614,lithuania,austria,export,14980804.0
1615,lithuania,austria,import,5562508.0
1616,lithuania,belgium,export,52489413.0
1617,lithuania,belgium,import,28450686.0
1618,lithuania,brazil,export,9511956.0
1619,lithuania,canada,export,8853495.0
1620,lithuania,canada,import,519917.0
1621,lithuania,chile,export,8932658.0
1622,lithuania,china,export,37132970.0
1623,lithuania,china,import,2107995.0
1624,lithuania,czechia,export,23527005.0
1625,lithuania,czechia,import,7870710.0
1626,lithuania,denmark,export,77036442.0
1627,lithuania,denmark,import,56739185.0
1628,lithuania,estonia,export,99013335.0
1629,lithuania,estonia,import,116522219.0
1630,lithuania,finland,export,21821599.0
1631,lithuania,finland,import,25742422.0
1632,lithuania,france,export,42710516.0
1633,lithuania,france,import,62069297.0
1634,lithuania,germany,export,228527122.0
1635,lithuania,germany,import,246569218.0
1636,lithuania,greece,export,13887837.0
1637,lithuania,greece,import,2862031.0
1638,lithuania,hungary,export,40776000.0
1639,lithuania,hungary,import,6475000.0
1640,lithuania,iceland,export,63792307.0
1641,lithuania,iceland,import,2395319.0
1642,lithuania,ireland,export,2861494.0
1643,lithuania,ireland,import,13574632.0
1644,lithuania,israel,export,2921000.0
1645,lithuania,israel,import,12171000.0
1646,lithuania,italy,export,75208309.0
1647,lithuania,italy,import,124011755.0
1648,lithuania,japan,export,559115.0
1649,lithuania,japan,import,3975301.0
1650,lithuania,latvia,export,237392136.0
1651,lithuania,latvia,import,383596364.0
1652,lithuania,luxembourg,export,95138.0
1653,lithuania,luxembourg,import,245423.0
1654,lithuania,mexico,export,188749.0
1655,lithuania,netherlands,export,172345493.0
1656,lithuania,netherlands,import,66912507.0
1657,lithuania,new zealand,export,2321646.0
1658,lithuania,new zealand,import,27160.0
1659,lithuania,norway,export,63744765.0
1660,lithuania,norway,import,30098387.0
1661,lithuania,poland,export,558967716.0
1662,lithuania,poland,import,148719490.0
1663,lithuania,portugal,export,1710680.0
1664,lithuania,portugal,import,2742102.0
1665,lithuania,rep. of korea,export,1276840.0
1666,lithuania,rep. of korea,import,32628.0
1667,lithuania,slovakia,export,5853489.0
1668,lithuania,slovakia,import,2130143.0
1669,lithuania,slovenia,export,1663938.0
1670,lithuania,slovenia,import,1905743.0
1671,lithuania,spain,export,87679339.0
1672,lithuania,spain,import,27591137.0
1673,lithuania,sweden,export,59743816.0
1674,lithuania,sweden,import,62020244.0
1675,lithuania,switzerland,export,741730.0
1676,lithuania,switzerland,import,5309882.0
1677,lithuania,turkey,export,17575846.0
1678,lithuania,turkey,import,38419066.0
1679,lithuania,united kingdom,export,15985904.0
1680,lithuania,united kingdom,import,85420862.0
1681,lithuania,usa,export,144375692.0
1682,lithuania,usa,import,6003491.0
1683,luxembourg,australia,import,270587.0
1684,luxembourg,austria,export,2664448.0
1685,luxembourg,austria,import,4391389.0
1686,luxembourg,belgium,export,650408269.0
1687,luxembourg,belgium,import,120316209.0
1688,luxembourg,brazil,export,438415.0
1689,luxembourg,canada,export,191810.0
1690,luxembourg,canada,import,1127.0
1691,luxembourg,chile,export,157820.0
1692,luxembourg,china,export,1366478.0
1693,luxembourg,china,import,7824.0
1694,luxembourg,czechia,export,8280.0
1695,luxembourg,czechia,import,469510.0
1696,luxembourg,denmark,export,5362669.0
1697,luxembourg,denmark,import,7063183.0
1698,luxembourg,estonia,export,468568.0
1699,luxembourg,estonia,import,24889.0
1700,luxembourg,finland,export,124657.0
1701,luxembourg,finland,import,3035142.0
1702,luxembourg,france,export,447081180.0
1703,luxembourg,france,import,115165039.0
1704,luxembourg,germany,export,362387718.0
1705,luxembourg,germany,import,482641150.0
1706,luxembourg,greece,export,919162.0
1707,luxembourg,greece,import,1724570.0
1708,luxembourg,hungary,export,76000.0
1709,luxembourg,hungary,import,421000.0
1710,luxembourg,iceland,export,139443.0
1711,luxembourg,iceland,import,139008.0
1712,luxembourg,ireland,export,999671.0
1713,luxembourg,ireland,import,3738722.0
1714,luxembourg,israel,export,98000.0
1715,luxembourg,israel,import,38268000.0
1716,luxembourg,italy,export,113951850.0
1717,luxembourg,italy,import,11442806.0
1718,luxembourg,japan,import,139585.0
1719,luxembourg,latvia,import,427226.0
1720,luxembourg,lithuania,export,227234.0
1721,luxembourg,lithuania,import,145966.0
1722,luxembourg,mexico,import,1278.0
1723,luxembourg,netherlands,export,97962123.0
1724,luxembourg,netherlands,import,25570889.0
1725,luxembourg,new zealand,export,251849.0
1726,luxembourg,new zealand,import,139950.0
1727,luxembourg,norway,export,2432670.0
1728,luxembourg,norway,import,8730051.0
1729,luxembourg,poland,export,6707861.0
1730,luxembourg,poland,import,611914.0
1731,luxembourg,portugal,export,21410420.0
1732,luxembourg,portugal,import,4970012.0
1733,luxembourg,rep. of korea,import,6.0
1734,luxembourg,slovakia,import,220736.0
1735,luxembourg,slovenia,export,4073.0
1736,luxembourg,slovenia,import,50625.0
1737,luxembourg,spain,export,30099399.0
1738,luxembourg,spain,import,4411010.0
1739,luxembourg,sweden,export,4240227.0
1740,luxembourg,sweden,import,1567348.0
1741,luxembourg,switzerland,export,5990292.0
1742,luxembourg,switzerland,import,673686.0
1743,luxembourg,turkey,export,112283.0
1744,luxembourg,united kingdom,export,5687418.0
1745,luxembourg,united kingdom,import,13694782.0
1746,luxembourg,usa,export,36791395.0
1747,luxembourg,usa,import,69315.0
1748,mexico,australia,export,47874822.0
1749,mexico,australia,import,19747773.0
1750,mexico,austria,export,1985410.0
1751,mexico,austria,import,5108728.0
1752,mexico,belgium,export,38305887.0
1753,mexico,belgium,import,65049036.0
1754,mexico,brazil,export,80526135.0
1755,mexico,brazil,import,19474020.0
1756,mexico,canada,export,613980450.0
1757,mexico,canada,import,740575461.0
1758,mexico,chile,export,502616316.0
1759,mexico,chile,import,34341757.0
1760,mexico,china,export,326264926.0
1761,mexico,china,import,21852285.0
1762,mexico,czechia,export,16621.0
1763,mexico,czechia,import,5307481.0
1764,mexico,denmark,export,12096485.0
1765,mexico,denmark,import,7063503.0
1766,mexico,estonia,import,123834.0
1767,mexico,finland,export,465.0
1768,mexico,finland,import,3046516.0
1769,mexico,france,export,37292414.0
1770,mexico,france,import,83514472.0
1771,mexico,germany,export,32403630.0
1772,mexico,germany,import,110105753.0
1773,mexico,greece,export,4636462.0
1774,mexico,greece,import,10553359.0
1775,mexico,hungary,export,795000.0
1776,mexico,hungary,import,50000.0
1777,mexico,iceland,export,11147.0
1778,mexico,iceland,import,267297.0
1779,mexico,ireland,export,73856374.0
1780,mexico,ireland,import,2640964.0
1781,mexico,israel,export,4617000.0
1782,mexico,israel,import,7523000.0
1783,mexico,italy,export,47405230.0
1784,mexico,italy,import,157604506.0
1785,mexico,japan,export,3193430.0
1786,mexico,japan,import,671460640.0
1787,mexico,latvia,import,2259502.0
1788,mexico,lithuania,import,83765.0
1789,mexico,luxembourg,export,125.0
1790,mexico,luxembourg,import,239284.0
1791,mexico,netherlands,export,82084299.0
1792,mexico,netherlands,import,65727823.0
1793,mexico,new zealand,export,265627175.0
1794,mexico,new zealand,import,4712616.0
1795,mexico,norway,export,20143419.0
1796,mexico,norway,import,7849298.0
1797,mexico,poland,export,4253638.0
1798,mexico,poland,import,7094870.0
1799,mexico,portugal,export,1417064.0
1800,mexico,portugal,import,5211278.0
1801,mexico,rep. of korea,export,13654425.0
1802,mexico,rep. of korea,import,43775075.0
1803,mexico,slovakia,import,1879466.0
1804,mexico,slovenia,import,637510.0
1805,mexico,spain,export,82540692.0
1806,mexico,spain,import,110854568.0
1807,mexico,sweden,export,660101.0
1808,mexico,sweden,import,4996547.0
1809,mexico,switzerland,export,28328232.0
1810,mexico,switzerland,import,33887216.0
1811,mexico,turkey,export,2705274.0
1812,mexico,turkey,import,21384526.0
1813,mexico,united kingdom,export,14487493.0
1814,mexico,united kingdom,import,93311346.0
1815,mexico,usa,export,11364279557.0
1816,mexico,usa,import,9613382796.0
1817,netherlands,australia,export,67272594.0
1818,netherlands,australia,import,151768466.0
1819,netherlands,austria,export,247760680.0
1820,netherlands,austria,import,607728901.0
1821,netherlands,belgium,export,6848602783.0
1822,netherlands,belgium,import,6795369327.0
1823,netherlands,brazil,export,3395392093.0
1824,netherlands,brazil,import,100221720.0
1825,netherlands,canada,export,94906519.0
1826,netherlands,canada,import,84860833.0
1827,netherlands,chile,export,457888753.0
1828,netherlands,chile,import,27149351.0
1829,netherlands,china,export,742527039.0
1830,netherlands,china,import,338031602.0
1831,netherlands,czechia,export,84260794.0
1832,netherlands,czechia,import,374494480.0
1833,netherlands,denmark,export,615946031.0
1834,netherlands,denmark,import,1290797860.0
1835,netherlands,estonia,export,31752860.0
1836,netherlands,estonia,import,45934830.0
1837,netherlands,finland,export,39937686.0
1838,netherlands,finland,import,387326239.0
1839,netherlands,france,export,3365036642.0
1840,netherlands,france,import,4369813184.0
1841,netherlands,germany,export,8837050680.0
1842,netherlands,germany,import,13104178215.0
1843,netherlands,greece,export,159997026.0
1844,netherlands,greece,import,1173688376.0
1845,netherlands,hungary,export,219340000.0
1846,netherlands,hungary,import,532725000.0
1847,netherlands,iceland,export,126251714.0
1848,netherlands,iceland,import,41815308.0
1849,netherlands,ireland,export,533651878.0
1850,netherlands,ireland,import,553372451.0
1851,netherlands,israel,export,204445000.0
1852,netherlands,israel,import,382941000.0
1853,netherlands,italy,export,828602661.0
1854,netherlands,italy,import,2836362995.0
1855,netherlands,japan,export,28765086.0
1856,netherlands,japan,import,486052279.0
1857,netherlands,latvia,export,22535037.0
1858,netherlands,latvia,import,129655435.0
1859,netherlands,lithuania,export,88017745.0
1860,netherlands,lithuania,import,321724803.0
1861,netherlands,luxembourg,export,47167090.0
1862,netherlands,luxembourg,import,79766374.0
1863,netherlands,mexico,export,98248951.0
1864,netherlands,mexico,import,69674132.0
1865,netherlands,new zealand,export,152540686.0
1866,netherlands,new zealand,import,37843014.0
1867,netherlands,norway,export,248541453.0
1868,netherlands,norway,import,339132094.0
1869,netherlands,poland,export,895689236.0
1870,netherlands,poland,import,818849719.0
1871,netherlands,portugal,export,113228021.0
1872,netherlands,portugal,import,461344756.0
1873,netherlands,rep. of korea,export,14425866.0
1874,netherlands,rep. of korea,import,199976391.0
1875,netherlands,slovakia,export,49279703.0
1876,netherlands,slovakia,import,125174312.0
1877,netherlands,slovenia,export,7962908.0
1878,netherlands,slovenia,import,68655855.0
1879,netherlands,spain,export,1620600864.0
1880,netherlands,spain,import,1699847169.0
1881,netherlands,sweden,export,154293435.0
1882,netherlands,sweden,import,1312322002.0
1883,netherlands,switzerland,export,239108313.0
1884,netherlands,switzerland,import,647148283.0
1885,netherlands,turkey,export,346084532.0
1886,netherlands,turkey,import,135213815.0
1887,netherlands,united kingdom,export,1179186571.0
1888,netherlands,united kingdom,import,6598902679.0
1889,netherlands,usa,export,1079538275.0
1890,netherlands,usa,import,551063913.0
1891,new zealand,australia,export,891186985.0
1892,new zealand,australia,import,1302369202.0
1893,new zealand,austria,export,308541.0
1894,new zealand,austria,import,40434154.0
1895,new zealand,belgium,export,13566461.0
1896,new zealand,belgium,import,535773196.0
1897,new zealand,brazil,export,27486623.0
1898,new zealand,brazil,import,11653833.0
1899,new zealand,canada,export,49653823.0
1900,new zealand,canada,import,270553147.0
1901,new zealand,chile,export,20557936.0
1902,new zealand,chile,import,12170935.0
1903,new zealand,china,export,85956030.0
1904,new zealand,china,import,657055055.0
1905,new zealand,czechia,export,535957.0
1906,new zealand,czechia,import,2981321.0
1907,new zealand,denmark,export,5274962.0
1908,new zealand,denmark,import,141019930.0
1909,new zealand,estonia,import,1560187.0
1910,new zealand,finland,export,12994677.0
1911,new zealand,finland,import,25100378.0
1912,new zealand,france,export,20504116.0
1913,new zealand,france,import,351546742.0
1914,new zealand,germany,export,19555543.0
1915,new zealand,germany,import,667605423.0
1916,new zealand,greece,export,2377234.0
1917,new zealand,greece,import,40833717.0
1918,new zealand,hungary,export,287000.0
1919,new zealand,hungary,import,238000.0
1920,new zealand,iceland,import,1672730.0
1921,new zealand,ireland,export,3490070.0
1922,new zealand,ireland,import,15025445.0
1923,new zealand,israel,export,1072000.0
1924,new zealand,israel,import,2248000.0
1925,new zealand,italy,export,26673456.0
1926,new zealand,italy,import,85341519.0
1927,new zealand,japan,export,26360667.0
1928,new zealand,japan,import,1131020685.0
1929,new zealand,latvia,import,209515.0
1930,new zealand,lithuania,export,72957.0
1931,new zealand,lithuania,import,472744.0
1932,new zealand,luxembourg,import,2845698.0
1933,new zealand,mexico,export,1626760.0
1934,new zealand,mexico,import,351758920.0
1935,new zealand,netherlands,export,31011490.0
1936,new zealand,netherlands,import,264075348.0
1937,new zealand,norway,export,1007590.0
1938,new zealand,norway,import,33720456.0
1939,new zealand,poland,export,2101961.0
1940,new zealand,poland,import,9550669.0
1941,new zealand,portugal,export,526260.0
1942,new zealand,portugal,import,22116572.0
1943,new zealand,rep. of korea,export,73145865.0
1944,new zealand,rep. of korea,import,394291892.0
1945,new zealand,slovakia,export,83237.0
1946,new zealand,slovakia,import,368395.0
1947,new zealand,slovenia,export,309207.0
1948,new zealand,slovenia,import,1373158.0
1949,new zealand,spain,export,7302639.0
1950,new zealand,spain,import,166869890.0
1951,new zealand,sweden,export,2460404.0
1952,new zealand,sweden,import,39054077.0
1953,new zealand,switzerland,export,1867498.0
1954,new zealand,switzerland,import,74779591.0
1955,new zealand,turkey,export,17379431.0
1956,new zealand,turkey,import,9257952.0
1957,new zealand,united kingdom,export,20869987.0
1958,new zealand,united kingdom,import,762499388.0
1959,new zealand,usa,export,200839172.0
1960,new zealand,usa,import,1504169695.0
1961,norway,australia,export,6238023.0
1962,norway,australia,import,35681643.0
1963,norway,austria,export,15190556.0
1964,norway,austria,import,14223038.0
1965,norway,belgium,export,108661521.0
1966,norway,belgium,import,5452818.0
1967,norway,brazil,export,64207646.0
1968,norway,brazil,import,193621999.0
1969,norway,canada,export,18837196.0
1970,norway,canada,import,40671296.0
1971,norway,chile,export,11608361.0
1972,norway,chile,import,1418350.0
1973,norway,china,export,34284075.0
1974,norway,china,import,187600394.0
1975,norway,czechia,export,11918418.0
1976,norway,czechia,import,12542876.0
1977,norway,denmark,export,581222643.0
1978,norway,denmark,import,400425639.0
1979,norway,estonia,export,7534223.0
1980,norway,estonia,import,27709455.0
1981,norway,finland,export,27311318.0
1982,norway,finland,import,160224617.0
1983,norway,france,export,158684154.0
1984,norway,france,import,581949021.0
1985,norway,germany,export,421382225.0
1986,norway,germany,import,374618768.0
1987,norway,greece,export,8170657.0
1988,norway,greece,import,12796314.0
1989,norway,hungary,export,4758000.0
1990,norway,hungary,import,222000.0
1991,norway,iceland,export,107825084.0
1992,norway,iceland,import,38569118.0
1993,norway,ireland,export,9660835.0
1994,norway,ireland,import,3646255.0
1995,norway,israel,export,11392000.0
1996,norway,israel,import,14448000.0
1997,norway,italy,export,154755338.0
1998,norway,italy,import,2927861.0
1999,norway,japan,export,1652511.0
2000,norway,japan,import,565807467.0
2001,norway,latvia,export,2261426.0
2002,norway,latvia,import,16757560.0
2003,norway,lithuania,export,31959934.0
2004,norway,lithuania,import,20482282.0
2005,norway,luxembourg,export,7700703.0
2006,norway,luxembourg,import,6078826.0
2007,norway,mexico,export,3656284.0
2008,norway,mexico,import,20923382.0
2009,norway,netherlands,export,470371147.0
2010,norway,netherlands,import,105043397.0
2011,norway,new zealand,export,17303978.0
2012,norway,new zealand,import,783721.0
2013,norway,poland,export,68299693.0
2014,norway,poland,import,359530442.0
2015,norway,portugal,export,3525155.0
2016,norway,portugal,import,57421476.0
2017,norway,rep. of korea,export,3855268.0
2018,norway,rep. of korea,import,52942189.0
2019,norway,slovakia,export,247338.0
2020,norway,slovakia,import,1980176.0
2021,norway,slovenia,export,140078.0
2022,norway,slovenia,import,2155484.0
2023,norway,spain,export,152865605.0
2024,norway,spain,import,129236864.0
2025,norway,sweden,export,592096533.0
2026,norway,sweden,import,2290197085.0
2027,norway,switzerland,export,51001032.0
2028,norway,switzerland,import,34169724.0
2029,norway,turkey,export,17045692.0
2030,norway,turkey,import,51982907.0
2031,norway,united kingdom,export,144343735.0
2032,norway,united kingdom,import,219883883.0
2033,norway,usa,export,115857867.0
2034,norway,usa,import,182756793.0
2035,poland,australia,export,827879.0
2036,poland,australia,import,28563540.0
2037,poland,austria,export,156660815.0
2038,poland,austria,import,367928465.0
2039,poland,belgium,export,507166756.0
2040,poland,belgium,import,257567630.0
2041,poland,brazil,export,22563044.0
2042,poland,brazil,import,14953215.0
2043,poland,canada,export,10326867.0
2044,poland,canada,import,34808525.0
2045,poland,chile,export,30849817.0
2046,poland,chile,import,2057134.0
2047,poland,china,export,127651722.0
2048,poland,china,import,10160513.0
2049,poland,czechia,export,537214655.0
2050,poland,czechia,import,863578387.0
2051,poland,denmark,export,628150635.0
2052,poland,denmark,import,320673549.0
2053,poland,estonia,export,3991619.0
2054,poland,estonia,import,91501287.0
2055,poland,finland,export,21968212.0
2056,poland,finland,import,88550388.0
2057,poland,france,export,438670067.0
2058,poland,france,import,600523837.0
2059,poland,germany,export,2970470967.0
2060,poland,germany,import,3364776609.0
2061,poland,greece,export,109874048.0
2062,poland,greece,import,82525426.0
2063,poland,hungary,export,341427000.0
2064,poland,hungary,import,417829000.0
2065,poland,iceland,export,31175460.0
2066,poland,iceland,import,3727794.0
2067,poland,ireland,export,70074577.0
2068,poland,ireland,import,79460939.0
2069,poland,israel,export,14579000.0
2070,poland,israel,import,22243000.0
2071,poland,italy,export,459740800.0
2072,poland,italy,import,677497148.0
2073,poland,japan,export,256420.0
2074,poland,japan,import,40859615.0
2075,poland,latvia,export,20308282.0
2076,poland,latvia,import,194146070.0
2077,poland,lithuania,export,182320724.0
2078,poland,lithuania,import,654494607.0
2079,poland,luxembourg,export,775195.0
2080,poland,luxembourg,import,3508672.0
2081,poland,mexico,export,1394790.0
2082,poland,mexico,import,8588833.0
2083,poland,netherlands,export,1117044349.0
2084,poland,netherlands,import,802645070.0
2085,poland,new zealand,export,2281174.0
2086,poland,new zealand,import,2505407.0
2087,poland,norway,export,439790025.0
2088,poland,norway,import,75560593.0
2089,poland,portugal,export,21898824.0
2090,poland,portugal,import,27854185.0
2091,poland,rep. of korea,export,865639.0
2092,poland,rep. of korea,import,28644539.0
2093,poland,slovakia,export,234330473.0
2094,poland,slovakia,import,378133519.0
2095,poland,slovenia,export,14165427.0
2096,poland,slovenia,import,61028596.0
2097,poland,spain,export,682012603.0
2098,poland,spain,import,206581855.0
2099,poland,sweden,export,416946408.0
2100,poland,sweden,import,259004689.0
2101,poland,switzerland,export,34441474.0
2102,poland,switzerland,import,72704741.0
2103,poland,turkey,export,94229263.0
2104,poland,turkey,import,77642468.0
2105,poland,united kingdom,export,196552645.0
2106,poland,united kingdom,import,929565463.0
2107,poland,usa,export,77188964.0
2108,poland,usa,import,175258430.0
2109,portugal,australia,export,2000380.0
2110,portugal,australia,import,3683207.0
2111,portugal,austria,export,9807625.0
2112,portugal,austria,import,14399259.0
2113,portugal,belgium,export,204520117.0
2114,portugal,belgium,import,65556137.0
2115,portugal,brazil,export,195221616.0
2116,portugal,brazil,import,77208183.0
2117,portugal,canada,export,32318910.0
2118,portugal,canada,import,10605892.0
2119,portugal,chile,export,35802214.0
2120,portugal,chile,import,102.0
2121,portugal,china,export,78216479.0
2122,portugal,china,import,7963714.0
2123,portugal,czechia,export,2183343.0
2124,portugal,czechia,import,2594333.0
2125,portugal,denmark,export,72586436.0
2126,portugal,denmark,import,17820079.0
2127,portugal,estonia,export,3157997.0
2128,portugal,estonia,import,1111161.0
2129,portugal,finland,export,956037.0
2130,portugal,finland,import,4945992.0
2131,portugal,france,export,997510479.0
2132,portugal,france,import,335236680.0
2133,portugal,germany,export,478076256.0
2134,portugal,germany,import,145106060.0
2135,portugal,greece,export,41727536.0
2136,portugal,greece,import,23257115.0
2137,portugal,hungary,export,8175000.0
2138,portugal,hungary,import,8769000.0
2139,portugal,iceland,export,96196307.0
2140,portugal,iceland,import,408505.0
2141,portugal,ireland,export,89458140.0
2142,portugal,ireland,import,13386665.0
2143,portugal,israel,export,3327000.0
2144,portugal,israel,import,2251000.0
2145,portugal,italy,export,207195766.0
2146,portugal,italy,import,163688450.0
2147,portugal,japan,export,265727.0
2148,portugal,japan,import,38085529.0
2149,portugal,latvia,export,941815.0
2150,portugal,latvia,import,514728.0
2151,portugal,lithuania,export,5976290.0
2152,portugal,lithuania,import,1409128.0
2153,portugal,luxembourg,export,4424180.0
2154,portugal,luxembourg,import,17238421.0
2155,portugal,mexico,export,4149472.0
2156,portugal,mexico,import,1709559.0
2157,portugal,netherlands,export,373001403.0
2158,portugal,netherlands,import,136206168.0
2159,portugal,new zealand,export,22636530.0
2160,portugal,new zealand,import,500285.0
2161,portugal,norway,export,369428947.0
2162,portugal,norway,import,12129593.0
2163,portugal,poland,export,36610063.0
2164,portugal,poland,import,23731179.0
2165,portugal,rep. of korea,export,3645597.0
2166,portugal,rep. of korea,import,2057431.0
2167,portugal,slovakia,export,1647043.0
2168,portugal,slovakia,import,1146523.0
2169,portugal,slovenia,export,430754.0
2170,portugal,slovenia,import,851295.0
2171,portugal,spain,export,3962474453.0
2172,portugal,spain,import,1522701405.0
2173,portugal,sweden,export,242673800.0
2174,portugal,sweden,import,16891674.0
2175,portugal,switzerland,export,49989941.0
2176,portugal,switzerland,import,24796124.0
2177,portugal,turkey,export,10884918.0
2178,portugal,turkey,import,10170661.0
2179,portugal,united kingdom,export,210280691.0
2180,portugal,united kingdom,import,289903548.0
2181,portugal,usa,export,153749684.0
2182,portugal,usa,import,27443176.0
2183,rep. of korea,australia,export,888552693.0
2184,rep. of korea,australia,import,60271967.0
2185,rep. of korea,austria,export,68846071.0
2186,rep. of korea,austria,import,805415.0
2187,rep. of korea,belgium,export,80709103.0
2188,rep. of korea,belgium,import,14613325.0
2189,rep. of korea,brazil,export,436075012.0
2190,rep. of korea,brazil,import,1197109.0
2191,rep. of korea,canada,export,312274303.0
2192,rep. of korea,canada,import,36319650.0
2193,rep. of korea,chile,export,219827329.0
2194,rep. of korea,chile,import,2168362.0
2195,rep. of korea,china,export,2547271488.0
2196,rep. of korea,china,import,285011516.0
2197,rep. of korea,czechia,export,760726.0
2198,rep. of korea,czechia,import,717997.0
2199,rep. of korea,denmark,export,78136172.0
2200,rep. of korea,denmark,import,144644.0
2201,rep. of korea,estonia,export,317030.0
2202,rep. of korea,estonia,import,27245.0
2203,rep. of korea,finland,export,21388386.0
2204,rep. of korea,finland,import,1902779.0
2205,rep. of korea,france,export,146179594.0
2206,rep. of korea,france,import,15442176.0
2207,rep. of korea,germany,export,61115359.0
2208,rep. of korea,germany,import,11435057.0
2209,rep. of korea,greece,export,397288.0
2210,rep. of korea,greece,import,794837.0
2211,rep. of korea,hungary,export,33298000.0
2212,rep. of korea,hungary,import,308000.0
2213,rep. of korea,iceland,export,8012028.0
2214,rep. of korea,iceland,import,2968611.0
2215,rep. of korea,ireland,export,17949625.0
2216,rep. of korea,ireland,import,921006.0
2217,rep. of korea,israel,export,16595000.0
2218,rep. of korea,israel,import,10239000.0
2219,rep. of korea,italy,export,63102678.0
2220,rep. of korea,italy,import,30833477.0
2221,rep. of korea,japan,export,398600780.0
2222,rep. of korea,japan,import,1127755633.0
2223,rep. of korea,latvia,import,36170.0
2224,rep. of korea,lithuania,export,73547.0
2225,rep. of korea,lithuania,import,315176.0
2226,rep. of korea,mexico,export,34355684.0
2227,rep. of korea,mexico,import,24329340.0
2228,rep. of korea,netherlands,export,188360360.0
2229,rep. of korea,netherlands,import,8921962.0
2230,rep. of korea,new zealand,export,370320031.0
2231,rep. of korea,new zealand,import,14262246.0
2232,rep. of korea,norway,export,44173001.0
2233,rep. of korea,norway,import,2973504.0
2234,rep. of korea,poland,export,23602865.0
2235,rep. of korea,poland,import,1230920.0
2236,rep. of korea,portugal,export,11672172.0
2237,rep. of korea,portugal,import,4450321.0
2238,rep. of korea,slovakia,export,530180.0
2239,rep. of korea,slovakia,import,114507.0
2240,rep. of korea,slovenia,export,1.0
2241,rep. of korea,slovenia,import,165664.0
2242,rep. of korea,spain,export,63449615.0
2243,rep. of korea,spain,import,54579659.0
2244,rep. of korea,sweden,export,4633793.0
2245,rep. of korea,sweden,import,2494887.0
2246,rep. of korea,switzerland,export,18813161.0
2247,rep. of korea,switzerland,import,622895.0
2248,rep. of korea,turkey,export,21183774.0
2249,rep. of korea,turkey,import,7975786.0
2250,rep. of korea,united kingdom,export,39145847.0
2251,rep. of korea,united kingdom,import,9714151.0
2252,rep. of korea,usa,export,4935416417.0
2253,rep. of korea,usa,import,300508683.0
2254,slovakia,australia,export,14170.0
2255,slovakia,australia,import,1425723.0
2256,slovakia,austria,export,124348785.0
2257,slovakia,austria,import,89051874.0
2258,slovakia,belgium,export,52864253.0
2259,slovakia,belgium,import,39566793.0
2260,slovakia,brazil,export,1252704.0
2261,slovakia,brazil,import,130.0
2262,slovakia,canada,export,1768364.0
2263,slovakia,canada,import,518485.0
2264,slovakia,chile,export,151441.0
2265,slovakia,china,export,10229532.0
2266,slovakia,china,import,32623.0
2267,slovakia,czechia,export,1247661069.0
2268,slovakia,czechia,import,498003088.0
2269,slovakia,denmark,export,21063328.0
2270,slovakia,denmark,import,4209445.0
2271,slovakia,estonia,export,1000036.0
2272,slovakia,estonia,import,2735860.0
2273,slovakia,finland,export,886494.0
2274,slovakia,finland,import,11198082.0
2275,slovakia,france,export,60326354.0
2276,slovakia,france,import,25737452.0
2277,slovakia,germany,export,358891558.0
2278,slovakia,germany,import,88504241.0
2279,slovakia,greece,export,15410049.0
2280,slovakia,greece,import,9277811.0
2281,slovakia,hungary,export,367742000.0
2282,slovakia,hungary,import,227609000.0
2283,slovakia,iceland,export,4641.0
2284,slovakia,iceland,import,30.0
2285,slovakia,ireland,export,2013755.0
2286,slovakia,ireland,import,706481.0
2287,slovakia,israel,export,781000.0
2288,slovakia,israel,import,72000.0
2289,slovakia,italy,export,101374588.0
2290,slovakia,italy,import,102689869.0
2291,slovakia,japan,export,495864.0
2292,slovakia,japan,import,200420.0
2293,slovakia,latvia,export,984565.0
2294,slovakia,latvia,import,1694919.0
2295,slovakia,lithuania,export,4853064.0
2296,slovakia,lithuania,import,18651317.0
2297,slovakia,luxembourg,export,300349.0
2298,slovakia,luxembourg,import,50201.0
2299,slovakia,mexico,export,1075.0
2300,slovakia,mexico,import,9310.0
2301,slovakia,netherlands,export,120621362.0
2302,slovakia,netherlands,import,33829782.0
2303,slovakia,new zealand,import,130491.0
2304,slovakia,norway,export,185809.0
2305,slovakia,norway,import,2740113.0
2306,slovakia,poland,export,400343353.0
2307,slovakia,poland,import,206707288.0
2308,slovakia,portugal,export,121523.0
2309,slovakia,portugal,import,1701141.0
2310,slovakia,rep. of korea,export,193971.0
2311,slovakia,rep. of korea,import,592304.0
2312,slovakia,slovenia,export,8214025.0
2313,slovakia,slovenia,import,12548880.0
2314,slovakia,spain,export,72232037.0
2315,slovakia,spain,import,40943018.0
2316,slovakia,sweden,export,8696485.0
2317,slovakia,sweden,import,7009576.0
2318,slovakia,switzerland,export,9356211.0
2319,slovakia,switzerland,import,4055282.0
2320,slovakia,turkey,export,22162895.0
2321,slovakia,turkey,import,14538775.0
